id;variant_code;name_ar;name_en;barcode;cost_price;sale_price;total_quantity;total_sale_price;total_cost_price;صناع السعاده / سان ستيفانو
13877;;جولون تينسف ميلك شوكلات  زيرو سكر  150 جم  *12 ق;جولون تينسف ميلك شوكلات  زيرو سكر  150 جم  *12 ق;8410376064438;104.16;114.04;0;0.00;0.00;0
13876;2;نودلز كوري  توبوكي اكواب  تشيلي لايم 93 جم *15 ق;نودلز كوري  توبوكي اكواب  تشيلي لايم 93 جم *15 ق;8809950200117;135.00;157.90;0;0.00;0.00;0
13875;2;نودلز كوري  توبوكي اكواب  بولجوجي 93 جم *15 ق;نودلز كوري  توبوكي اكواب  بولجوجي 93 جم *15 ق;8809950200292;135.00;157.90;0;0.00;0.00;0
13874;2;نودلز كوري  توبوكي اكواب  كمتشي 93 جم *15 ق;نودلز كوري  توبوكي اكواب  كمتشي 93 جم *15 ق;8809950200100;130.00;144.74;0;0.00;0.00;0
13873;2;نودلز كوري  توبوكي اكواب  اورجنيال 93 جم *15 ق;نودلز كوري  توبوكي اكواب  اورجنيال 93 جم *15 ق;8809151140298;88.97;87.70;0;0.00;0.00;0
13872;2;نودلز كوري  توبوكي اكواب  تشيز  93 جم *15 ق;نودلز كوري  توبوكي اكواب  تشيز  93 جم *15 ق;8809151140281;88.00;87.70;0;0.00;0.00;0
13871;2;نودلز كوري  توبوكي اكواب  كربو 93 جم *15 ق;نودلز كوري  توبوكي اكواب  كربو 93 جم *15 ق;8809151140274;95.26;87.70;0;0.00;0.00;0
13870;;لعبه بروجيكتور سوكر بوكس كورة  8 جم;لعبه بروجيكتور سوكر بوكس كورة  8 جم;6931722316541;0.00;19.30;0;0.00;0.00;0
13869;;لعبه حصان يونيكون 10جم ;لعبه حصان يونيكون 10جم ;6931722316664;0.00;19.30;0;0.00;0.00;0
13868;;لبعه يويو فروتزي 26جم;لبعه يويو فروتزي 26جم;6931722316633;0.00;19.30;0;0.00;0.00;0
13867;;تويست مشروب طاقة تروبيكال 250مل;تويست مشروب طاقة تروبيكال 250مل;6224000805296;11.77;13.20;0;0.00;0.00;0
13866;;ميلكا بار كراميل 100 جم ;ميلكا بار كراميل 100 جم ;7622210030597;55.00;57.02;0;0.00;0.00;0
13865;;جيلي سوفت عيون 20جم;جيلي سوفت عيون 20جم;6972885413562;3.00;4.39;0;0.00;0.00;0
13864;;سويت ساور 13جم *20ع *30 ق;سويت ساور 13جم *20ع *30 ق;4806534311881;6.00;8.77;0;0.00;0.00;0
13863;;سوبر ساور 13جم *24ع*24ق ;سوبر ساور 13جم *24ع*24ق ;6926106110846;6.00;8.77;0;0.00;0.00;0
13862;;شوبيل ساور كاندي 15جم *20ع *30 ق;شوبيل ساور كاندي 15جم *20ع *30 ق;6926106110860;6.00;8.77;0;0.00;0.00;0
13861;;ساور كرنشي كاندي *13جم *24ع* 30 ق;ساور كرنشي كاندي *13جم *24ع* 30 ق;6926106110839;6.00;8.77;0;0.00;0.00;0
13860;;دروبس كاندي ميكس 16جم * 12ع *30 ق;دروبس كاندي ميكس 16جم * 12ع *30 ق;6965300917905;6.00;10.96;0;0.00;0.00;0
13859;;فانيلي تويستر كيك رول بكريمة تلبندق 150جم *4ع *12ق;فانيلي تويستر كيك رول بكريمة تلبندق 150جم *4ع *12ق;8682077071408;26.00;26.32;0;0.00;0.00;0
13858;;سعيد جونيور ستيكس 50جم*24ق;سعيد جونيور ستيكس 50جم*24ق;6194005400805;22.00;26.32;0;0.00;0.00;0
13857;;KINDER cards T1*10x256g;KINDER cards T1*10x256g;8000500273883;400.00;500.00;0;0.00;0.00;0
13856;;رول ابس فواكه 14 جم * 12 ع * 36  ق;رول ابس فواكه 14 جم * 12 ع * 36  ق;016000502963;10.00;13.16;0;0.00;0.00;0
13855;;ريتر سبورت درك 70%;ريتر سبورت درك 70%;4000417626011;0.00;105.30;0;0.00;0.00;0
13854;;ديرموميد شاور جل مخملي  750 مل;;8054633831908;115.00;144.74;0;0.00;0.00;0
13853;;ديرموميد شاور جل اكوا بلو  750 مل;;8054633831892;115.00;144.74;0;0.00;0.00;0
13852;;ديرموميد شاور جل مسك ابيض   750 مل;;8054633831885;115.00;144.74;0;0.00;0.00;0
13851;;ديرموميد شاور جل تالك   750 مل;;8032680398063;115.00;144.74;0;0.00;0.00;0
13850;;ديرموميد شاور جل بالرومان والصبار 750 مل;;8032680395925;115.00;144.74;0;0.00;0.00;0
13849;;ديرموميد شاور جل بالتفاح  750 مل;;8032680390647;115.00;144.74;0;0.00;0.00;0
13848;;ديرموميد شاور زهور الاوركيديا 750 مل;;8032680390630;115.00;144.74;0;0.00;0.00;0
13847;;بايونسين باث & شاور فيتال 750 مل;;8017331063774;100.00;122.81;0;0.00;0.00;0
13846;;بايونسسين باث & شاور سموث 750 مل;;8017331056059;100.00;122.81;0;0.00;0.00;0
13845;;بايونسين باث & شاور مينرال 750 مل;;8017331036600;100.00;122.81;0;0.00;0.00;0
13844;;بايونسين باث & شاور سيسا  750 مل;;8017331036587;100.00;122.81;0;0.00;0.00;0
13843;;لانجبيك باث & شاور جريب فروت 500 مل ;;8017331056134;92.00;114.04;0;0.00;0.00;0
13842;;لانجليك باث & شاور جل بالافوكادو 500 مل;;8017331064900;92.00;114.04;0;0.00;0.00;0
13841;;لانجليك باث & شاور جل زيت زيتون500 مل;;8017331064887;92.00;114.04;0;0.00;0.00;0
13840;;لانجليك باث & شاور بزيت جوز الهند العضوي 500 مل;;8017331064863;92.00;114.04;0;0.00;0.00;0
13839;;لانجليك باث & شاور بزهرة البيلسان والينسون النجمي 500 مل;;8017331064450;92.00;114.04;0;0.00;0.00;0
13838;;لانجليك باث & شاور مستخلص الكركم 500 مل;;8017331060568;92.00;114.04;0;0.00;0.00;0
13837;;لانجليك باث & شاور جل بزبدة الشيا 500 مل;;8017331060544;92.00;114.04;0;0.00;0.00;0
13836;;لانجليك باث & شاور جل لافندر 500 مل;;8017331058411;92.00;114.04;0;0.00;0.00;0
13835;;لانجليك باث & شاور جل بزيت اللوز 500 مل;;8017331057346;92.00;114.04;0;0.00;0.00;0
13834;;لانجليك باث & شاور جل بالمكاديميا 500 مل;;8017331057322;92.00;114.04;0;0.00;0.00;0
13833;;لانجليك باث & شاور بزيت الارجان 500 مل;;8017331057308;92.00;114.04;0;0.00;0.00;0
13832;;لانجليك باث & شاور جوزالهند 500 مل;;8017331056158;92.00;114.04;0;0.00;0.00;0
13831;;لانجليك باث & شاور بالخوخ 500 مل;;8017331056110;92.00;114.04;0;0.00;0.00;0
13830;;لانجليك باث & شاور بالارجان 500 مل;;8017331054277;92.00;114.04;0;0.00;0.00;0
13829;;لانجليك باث & شاور جل اسينا 500 مل;;8017331048917;92.00;114.04;0;0.00;0.00;0
13828;;لانجليك باث & شاور جل زيت مكاديما 500 مل;;8017331045473;92.00;114.04;0;0.00;0.00;0
13827;;لانجليك باث & شاور بالمسك 500 مل;;8017331040645;92.00;114.04;0;0.00;0.00;0
13826;;لانجليك باث & شاور جل بالشوفان 500 مل;;8017331040621;92.00;114.04;0;0.00;0.00;0
13825;;فيورلي باث فوم ايطالي باللوز 1000 مل;;8008423700424;125.00;153.51;0;0.00;0.00;0
13824;;فيورلي شاور بعطر الفواكة الحمراء 1000 مل;;8008423700417;125.00;153.51;0;0.00;0.00;0
13823;;فيورلي باث فوم زيت الارغان 1000 مل;;8008423700400;125.00;153.51;0;0.00;0.00;0
13822;;فيورلي غسول استحمام بالالوفيرا  1000 مل;;8008423201532;125.00;153.51;0;0.00;0.00;0
13821;;فيورلي باث فوم جوز الهند 1000 مل;;8008423201525;125.00;153.51;0;0.00;0.00;0
13820;;فيورلي باث فوم بالتفاح 1000 مل;;8008423201518;125.00;153.51;0;0.00;0.00;0
13819;;فيورلي باث فوم ايطالي بالمسك الابيض 1000 مل;;8008423201501;125.00;153.51;0;0.00;0.00;0
13818;;ماليزيا شاور بالعسل والزنجبيل 1000 مل;;8003510032167;190.00;236.84;0;0.00;0.00;0
13817;;ماليزيا شاور مورا 1000 مل;;8003510014286;190.00;236.84;0;0.00;0.00;0
13816;;لبان فينتا كانز 12 جم * 12 ع * 50 ق;لبان فينتا كانز 12 جم * 12 ع * 50 ق;5498764654822;0.00;4.39;0;0.00;0.00;0
13815;;جارنير فروكتوس شامبو فريش 250مل;;3600541204294;0.00;144.74;0;0.00;0.00;0
13814;;جارنير ميسيلار ميريكال ريموفر 400مل;جارنير ميسيلار ميريكال ريموفر 400مل;3600541729711;0.00;192.98;0;0.00;0.00;0
13813;;مزيل عرق ازينا;;42402145;0.00;105.26;0;0.00;0.00;0
13812;;فلة اورينتال بيوتي سوفنير اسبراي 150مل SOUVENIR;فلة اورينتال بيوتي سوفنير اسبراي 150مل SOUVENIR;6294008903850;0.00;92.11;0;0.00;0.00;0
13811;;مزيل العرق بخاخ مضاد للتعرق غير مرئي، 200 مل;مزيل العرق بخاخ مضاد للتعرق غير مرئي، 200 مل;4066447413106;0.00;140.35;0;0.00;0.00;0
13810;;فازلين بلوسيل E فيتامين100مل Vaseline;فازلين بلوسيل E فيتامين100مل Vaseline;6001085120946;0.00;61.40;0;0.00;0.00;0
13809;;نسكافيه جولد 95 جم;نسكافيه جولد 95 جم;8445290145093;175.00;192.98;0;0.00;0.00;0
13808;;ميجا بيج بيبي بوبي بزازة فراولة 32 جم;ميجا بيج بيبي بوبي بزازة فراولة 32 جم;5011053024078;53.50;70.18;0;0.00;0.00;0
13807;;مياة فلو معدنية عادية 600 مل;مياة فلو معدنية عادية 600 مل;6224008513094;10.39;13.16;9;118.44;93.51;9
13806;;مارس شوكولاتة بار 51 جم;مارس شوكولاتة بار 51 جم;5900951311468;29.63;33.33;0;0.00;0.00;0
13805;;شوكولاتة توبليرون بار فواكه مكسرات 360  جم;شوكولاتة توبليرون بار فواكه مكسرات 360  جم;7622210477927;600.00;438.60;0;0.00;0.00;0
13804;;شوكولاتة توبليرون بار ساده  360  جم;شوكولاتة توبليرون بار ساده  360  جم;7622210477859;600.00;614.04;0;0.00;0.00;0
13803;;شوكولاتة توبليرون بار ساده  100 جم;شوكولاتة توبليرون بار ساده  100 جم;7614500010013;75.00;83.33;0;0.00;0.00;0
13802;;سنيكرز شوكولاتة بار 30 جم;سنيكرز شوكولاتة بار 30 جم;7896423487657;16.60;19.74;0;0.00;0.00;0
13801;;سعدات جيلي بوب الدبة 18 جم;سعدات جيلي بوب الدبة 18 جم;8693323101503;2.08;6.14;0;0.00;0.00;0
13800;;سعدات جيلي بوب اسنان 18 جم;سعدات جيلي بوب اسنان 18 جم;8693323109509;2.08;6.14;0;0.00;0.00;0
13799;;ستيك جم بابل فواكه متنوعة 7 حبات 14.5 جم;ستيك جم بابل فواكه متنوعة 7 حبات 14.5 جم;8681259508848;0.00;5.26;0;0.00;0.00;0
13798;;حلوي البين ليب كراميل كريمة 32 جم;حلوي البين ليب كراميل كريمة 32 جم;8990800011196;20.00;21.93;0;0.00;0.00;0
13797;;توبليرون بار شيكولاتة وايت 100 جم;توبليرون بار شيكولاتة وايت 100 جم;7614500010310;75.00;83.33;0;0.00;0.00;0
13796;;توبليرون بار شيكولاتة لوز عسل  200 جم;توبليرون بار شيكولاتة لوز عسل  200 جم;7622201755119;75.00;83.33;0;0.00;0.00;0
13795;;توبليرون بار شيكولاتة دارك 100 جم;توبليرون بار شيكولاتة دارك 100 جم;7614500010617;75.00;83.33;0;0.00;0.00;0
13794;;بولو بونبون نعناع 34 جم;بولو بونبون نعناع 34 جم;50189052;20.00;21.93;0;0.00;0.00;0
13793;;بسكوت لوتس بيسكوف 250 جم;بسكوت لوتس بيسكوف 250 جم;5410126256017;126.00;125.00;0;0.00;0.00;0
13792;;اوزمو هوبو 40 جم;اوزمو هوبو 40 جم;8699141157104;24.23;30.70;0;0.00;0.00;0
13791;;اوزمو فن 23 جم;اوزمو فن 23 جم;8691707061184;34.17;21.93;0;0.00;0.00;0
13790;;اوزمو فن 23 جم;اوزمو فن 23 جم;8691707060200;20.37;21.93;0;0.00;0.00;0
13789;;سعدات جيلي بوب كولا 18 جم;سعدات جيلي بوب كولا 18 جم;8693323102500;2.08;6.14;0;0.00;0.00;0
13788;;حلوه شمج كراميل;;6297000141022;250.00;263.16;0;0.00;0.00;0
13787;;محمد افندى 250 جم;محمد افندى 250 جم;8690627023401;235.41;245.61;44;10807.02;10357.86;44
6893;;نودلز هوت شيكن رامين 140 جم;Hot Chicken Ramen Noodles 140g;8801073113404;36.00;52.63;0;0.00;0.00;0
6892;;نودلز هوت تشيكن علبه 105جم;Hot chicken noodles, 105g box;8801073210363;140.00;144.74;0;0.00;0.00;0
6891;;نودلز هوت تشيكن 130 جم;Hot chicken noodles 130 g;8801073113893;81.64;87.72;0;0.00;0.00;0
6890;;نودلز نونج شيم سبايسي مستر بيم 148 جم;Nong Shim Spicy Mr Beam Noodles 148g;031146038930;20.00;21.93;0;0.00;0.00;0
6889;;نودلز نونج شيم سبايسي سي فود 137 جم;Nong Shim Spicy Seafood Noodles 137 g;031146039678;20.00;21.93;0;0.00;0.00;0
6888;;نودلز نونج شيم رامن هابي سوبر سبايسي اسود 106 جم;Nong Shim Ramen Happy Super Spicy Black Noodles 106g;8801043049474;20.00;17.54;0;0.00;0.00;0
6887;;نودلز نونج شيم رامن هابي سبايسي احمر 106 جم;Nongshim Ramen Happy Spicy Red Noodles 106g;8801043049436;20.00;17.54;0;0.00;0.00;0
6886;;نودلز كيمتشي هوت تشيكن 135جم;Kimchi Hot Chicken Noodles 135g;8801073114531;78.00;74.56;0;0.00;0.00;0
6885;;نودلز كيمتشي 120 جم;Kimchi Noodles 120g;074603003287;75.00;87.72;0;0.00;0.00;0
6884;;نودلز كوري نكهة سي فود 125 جم;Korean noodles seafood flavor 125 g;074603006684;69.48;79.00;0;0.00;0.00;0
6883;;نودلز كوري نكهة حارة 140 جم;Korean noodles spicy flavor 140 g;8801073113800;78.00;79.00;0;0.00;0.00;0
6882;;نودلز كوري لحمه و وسلطة 115 جم;Korean noodles with meat and salad 115 g;648436100729;62.43;74.56;0;0.00;0.00;0
6881;;نودلز كوري كوباية تشيز 70 جم;Korean noodles cup cheese 70 g;8801073211254;32.00;35.09;0;0.00;0.00;0
6880;;نودلز كوري كوباية بولداك كاربو  70 جم;Korean Noodles Buldak Carbo Cup 70g;8801073211667;83.00;96.49;0;0.00;0.00;0
6879;;نودلز كوري كريم كاربونارا  140 جم;Korean Noodles Cream Carbonara 140g;8801073114814;82.50;83.33;8;666.67;660.00;8
6878;;نودلز كوري فلفل حار نار سلطة 130 جم;Korean noodles chili pepper salad 130 g;648436100613;62.50;74.56;0;0.00;0.00;0
6877;;نودلز كوري فلفل حار نار 130 جم;Korean noodles chili fire 130 g;648436122585;64.76;74.56;0;0.00;0.00;0
6876;;نودلز كوري فلفل حار 120 جم;Korean chili noodles 120 g;8801073115057;80.00;74.56;0;0.00;0.00;0
6875;;نودلز كوري سو تي 120 جم;Korean So Tee Noodles 120g;074603006356;74.60;74.60;0;0.00;0.00;0
6874;;نودلز كوري ساراميون سادة  140 جم * 8 كيس * 5 ق    111;Korean Saramyon Plain Noodles 140g * 8bags * 5pcs 111;8801073113787;26.00;52.63;0;0.00;0.00;0
6873;;نودلز كوري راميون جبنه 111 جم;Korean Ramyun Cheese Noodles 111 g;648436100934;63.91;74.56;0;0.00;0.00;0
6872;;نودلز كوري رامين ماشروم  140 جم;Korean Ramen Mushroom Noodles 140g;074603005212;50.00;79.00;0;0.00;0.00;0
6871;;نودلز كوري دجاج حار لطيف 140 جم;Nice Spicy Chicken Korean Noodles 140g;8801073115521;78.00;74.56;0;0.00;0.00;0
6870;;نودلز كوري خضار 115 جم;Korean vegetable noodles 115 g;8801073110168;50.00;78.95;0;0.00;0.00;0
6869;;نودلز كوري تشيز 140 جم;Korean cheese noodles 140 g;8801073113312;82.00;92.10;5;460.50;410.00;5
6868;;نودلز كوري تشاتشاروني 140 جم;Korean Chacharoni Noodles 140g;074603005922;78.00;74.56;0;0.00;0.00;0
6867;;نودلز كوري بولداك لايت 140 جم;Korean Buldak Light Noodles 140g;8801073114678;38.00;52.63;0;0.00;0.00;0
6866;;نودلز كوري بولداك طماطم  140 جم   ;Korean Buldak Tomato Noodles 140g;8801073114685;50.00;74.56;0;0.00;0.00;0
6865;;نودلز كوري بولداك جاجانج  140 جم;Korean Buldak Jajang Noodles 140g;8801073113947;82.00;84.00;0;0.00;0.00;0
6864;;نودلز كوري بولداك اصفر تشيز  140 جم;Korean Buldak Yellow Cheese Noodles 140 g;8801073115088;84.27;87.72;0;0.00;0.00;0
6863;;نودلز كوري بوتاتو رامين 120 جم;Korean Potato Ramen Noodles 120g;4580352290121;50.00;78.95;0;0.00;0.00;0
6862;;نودلز كوري بالدو هوت سبايسي 130 جم  4 كيس;Baldo Hot Spicy Korean Noodles 130 gm 4 bags;648436100422;62.00;74.56;0;0.00;0.00;0
6861;;نودلز كوري بالدو راميون نامجا 115 جم  4 كيس;Korean Baldo Ramyun Namja Noodles 115g 4bags;648436100897;0.00;78.95;0;0.00;0.00;0
6860;;نودلز كوري بالدو خضار 130 جم  4 كيس;Korean Baldo Vegetable Noodles 130 gm 4 bags;648436100057;62.00;74.56;0;0.00;0.00;0
6859;;نودلز كوري بالدو بهارات 130 جم  4 كيس;Korean Noodles Baldo Spices 130 gm 4 bags;648436101351;62.00;74.56;0;0.00;0.00;0
6858;;نودلز كوري الدجاج الحار 135 جم;Korean Spicy Chicken Noodles 135g;8801073115514;85.00;87.72;0;0.00;0.00;0
6857;;نودلز كوري أطباق 2 اكس 105 جم;Korean Noodles Bowls 2 x 105g;8801073211216;33.00;35.09;0;0.00;0.00;0
6856;;نودلز كوري 3 اكس اسبايسي  140 جم;Korean Noodles 3X Spicy 140g;8801073114548;82.50;87.72;29;2543.86;2392.50;29
6855;;نودلز كورى طبق حار وبهارات 110جم;Korean noodles hot and spices dish 110g;648436100903;23.00;17.54;0;0.00;0.00;0
6854;;نودلز كورى طبق بنكهة المأكولات البحريه 110جم;Korean noodles seafood flavored dish 110g;648436100927;18.00;19.74;0;0.00;0.00;0
6853;;نودلز كورى بنكهة المأكولات البحريه 140جم;Korean noodles with seafood flavor 140g;648436100583;62.50;74.56;0;0.00;0.00;0
6852;;نودلز كورى بنكهة الدجاج 150جم;Korean noodles with chicken flavor 150g;648436101276;62.00;74.56;0;0.00;0.00;0
6851;;نودلز كوب سبايسي اكس تو 70جم;Spicy X2 Cup Noodles 70g;8801073211223;77.00;96.49;0;0.00;0.00;0
6850;;نودلز كاربو علبه 105 جم;Carbo noodles, 105 gm box;8801073211506;140.00;144.74;0;0.00;0.00;0
6849;;نودلز ستيو 140 جم;Stew noodles 140g;8801073113381;45.00;78.95;0;0.00;0.00;0
6848;;نودلز سبايسي 140 جم;Spicy noodles 140 g;8801073113428;83.37;92.11;38;3500.18;3168.14;38
6847;;نودلز جامبو أطباق بنكهة الكيمشي  110 جم;Jumbo Noodles Kimchi Flavor Dishes 110g;648436100910;18.00;19.74;0;0.00;0.00;0
6846;;نودلز ترياكي بالدجاج 113جم;Chicken Teriyaki Noodles 113g;070662087299;33.00;39.47;0;0.00;0.00;0
6845;;نودلز اكستريملي 140 جم;Extremely Noodles 140g;8801073110502;84.17;92.11;11;1013.21;925.85;11
6844;;نودلز اف اند اف سي فود 65جم;F&FC Food Noodles 65g;8850412371036;30.00;35.09;0;0.00;0.00;0
6843;;نودلز اف اند اف بكريمه الجمبرى 65جم;F&F Noodles with Shrimp Cream 65g;8850412371500;30.00;35.09;0;0.00;0.00;0
6842;;نودلز اف اند اف بالدجاج 65جم;F&F Chicken Noodles 65g;8850412371494;30.00;39.47;0;0.00;0.00;0
6841;;نودلز اف اند اف بالجمبرى 65جم;F&F Noodles with Shrimp 65g;8850412370800;30.00;39.47;0;0.00;0.00;0
6840;;نودلز 70 جم;Noodles 70 gm;8801073210776;77.00;96.49;0;0.00;0.00;0
6839;;نودلز 130 جم ازرق;Noodles 130 gm blue;031146034802;38.00;43.86;0;0.00;0.00;0
6838;;صوص نودلز كوري بالنكهه الحارة وردي 200 جم;Korean noodles sauce with spicy flavor, pink, 200 g;8801073411432;225.00;241.30;0;0.00;0.00;0
6837;;صوص سامينج سبايسي 200جم;Saming Spicy Sauce 200g;8801073411395;220.00;241.30;0;0.00;0.00;0
6836;;صوص سامينج بولدوك 200جم;Saming Bulduk Sauce 200g;8801073411388;225.00;241.23;0;0.00;0.00;0
6835;;سلطة نودلز كوري 160 جم;Korean noodles salad 160 g;8801073910362;40.00;43.86;0;0.00;0.00;0
6834;;نوتيلا هديه صفيح;Nutella gift tin;80787020;250.00;271.93;0;0.00;0.00;0
6833;;نوتيلا ميني;Nutella mini;80051657;35.00;26.32;0;0.00;0.00;0
6832;;نوتيلا شيكولاته 400 جم;Nutella chocolate 400 g;80135876;47.00;43.86;0;0.00;0.00;0
6831;;نوتيلا رمضان  600 جم;Nutella Ramadan 600 g;8000500367582;269.17;289.47;0;0.00;0.00;0
6830;;نوتيلا جو;Nutella Joe;009800800056;21.75;28.07;0;0.00;0.00;0
6829;;نوتيلا بي ريدي علبه 220جم;Nutella Be Ready, 220g can;8000500299500;120.00;145.00;0;0.00;0.00;0
6828;;نوتيلا بي ريدي عرض خاص;Nutella B Ready Special Offer;140321;0.00;10.00;0;0.00;0.00;0
6827;;نوتيلا بي ريدي 22 جم;Nutella B Ready 22 gm;8000500224281;13.71;20.00;0;0.00;0.00;0
6826;;نوتيلا بسكوت 304جم;Nutella biscuits 304g;8000500310427;45.00;55.00;0;0.00;0.00;0
6825;;نوتيلا بريدي معرض 6 قطع;Nutella Bread Gallery 6 Pieces;8000500227848;51.41;70.00;0;0.00;0.00;0
6824;;نوتيلا اسبريدت 25 جم * 4 باكيت;Nutella spread 25 gm * 4 packets;80845379;23.00;29.24;0;0.00;0.00;0
6823;;نوتيلا 750 جم;Nutella 750 gm;80176800;108.00;100.88;0;0.00;0.00;0
6822;;نوتيلا 600 جم;Nutella 600 gm;8000500179864;191.00;236.84;0;0.00;0.00;0
6821;;نوتيلا 385 جم;Nutella 385 g;8000500007884;66.69;87.72;0;0.00;0.00;0
6820;;نوتيلا 350جم;Nutella 350g;80177173;175.00;184.21;0;0.00;0.00;0
6819;;نوتيلا 3000جم;Nutella 3000g;9300698501454;887.50;1271.93;0;0.00;0.00;0
6818;;نوتيلا 27 جم;Nutella 27 gm;06202149;19.00;8.77;0;0.00;0.00;0
6817;;نوتيلا 200 جم;Nutella 200 gm;80135463;120.00;127.19;0;0.00;0.00;0
6816;;فيريرو كيك فيستا;Ferrero Cake Fiesta;80859192;15.00;17.54;0;0.00;0.00;0
6815;;فيريرو دوبلو وايت 190 جم;Ferrero Duplo White 190 g;4008400671529;85.00;92.11;0;0.00;0.00;0
6814;;فيررو روشيه;Ferrero Rocher;8000500313183;75.00;70.18;0;0.00;0.00;0
6813;;فريرو روشيه بالقطعة;Ferrero Rocher by the piece;100050;3.75;13.16;0;0.00;0.00;0
6812;;فريرو روشيه ايج 100 جم;Ferrero Rocher Egg 100 gm;800500128350;45.00;70.18;0;0.00;0.00;0
6811;;فريرو روشيه 125جم;Ferrero Rocher 125g;4008400176628;70.00;65.79;0;0.00;0.00;0
6810;;فريرو روشير جولدن جاليري 206 جم;Ferrero Rocher Golden Gallery 206 g;8000500262429;160.00;105.26;0;0.00;0.00;0
6809;;فريرو دوبلو;Ferrero Doblo;80052357;17.24;17.54;0;0.00;0.00;0
6808;;فريرو جراند روشيه 125 جم;Ferrero Grande Rocher 125g;8000500336854;81.00;78.95;0;0.00;0.00;0
6807;;فريرو ترونكي بالبندق 18جم;Ferrero Trunqui with Hazelnuts 18g;80052364;21.00;8.80;0;0.00;0.00;0
6806;;فريرو ايج 100 جم;Ferrero Egg 100 gm;8000500128350;45.00;70.18;0;0.00;0.00;0
6805;;روشيه معرض 24 ق 300جم;Rocher Fair 24 pcs 300g;8000500009673;487.50;517.54;0;0.00;0.00;0
6804;;روشيه معرض 16 قطعه;Rocher Gallery 16 pieces;8000500037874;280.00;307.02;0;0.00;0.00;0
6803;;روشيه كولكشين 269جم;Rocher Collection 269g;8000500178669;535.00;570.18;0;0.00;0.00;0
6802;;روشيه 8 قطع قلب;Rocher 8 heart pieces;4008400170428;58.82;61.40;0;0.00;0.00;0
6801;;روشيه 3 قطع;Rocher 3 pieces;80050278;50.94;57.02;0;0.00;0.00;0
6800;;روشيه 178 جم;Rocher 178 g;4008400159027;45.00;61.40;0;0.00;0.00;0
6799;;ROCHER T8x8;ROCHER T8x8;8000500192801;76.63;87.72;0;0.00;0.00;0
6798;;ROCHER T30;ROCHER T30;8000500032237;222.95;192.11;0;0.00;0.00;0
6797;;ROCHER STAR  T 3 ;ROCHER STAR T3;8000500170823;33.00;35.09;0;0.00;0.00;0
6796;;ROCHER GRAND MILK T 8 X 8;ROCHER GRAND MILK T 8;8000500373798;260.00;228.07;0;0.00;0.00;0
6795;;ROCHER GRAND DARK T 8 X 8;"ROCHER GRAND DARK T 8""";8000500373842;260.00;228.07;0;0.00;0.00;0
6794;;ROCHER CONE  T 28;ROCHER CONE T 28;8000500024065;281.95;263.16;0;0.00;0.00;0
6793;;ROCHER BOX  T 6;ROCHER BOX T6;8000500160466;60.25;61.40;0;0.00;0.00;0
6792;;Nutella Chocolate 450 gram;Nutella Chocolate 450 grams;4008400401621;0.00;175.44;0;0.00;0.00;0
6791;;NUTELLA T3000x2;NUTELLA T3000x2;8000500131329;1350.00;1447.37;0;0.00;0.00;0
6790;;NUTELLA BISCUITS T3;NUTELLA BISCUITS T3;8000500359358;17.24;25.00;0;0.00;0.00;0
6789;;KINDER MIX T.92.5g;KINDER MIX T.92.5g;8000500342329;31.90;43.86;0;0.00;0.00;0
6788;;KINDER HAPPY HIPPO COCOA T5;KINDER HAPPY HIPPO COCOA T5;8000500023624;54.65;47.00;0;0.00;0.00;0
6787;;KINDER HAPPY HIPPO COCOA;KINDER HAPPY HIPPO COCOA;80176732;10.93;10.00;0;0.00;0.00;0
6786;;JOY T1x16x9 BOY;JOY T1x16x9 BOY;80135890;40.00;43.86;0;0.00;0.00;0
6785;;نوتيلا 3 كيلو;Nutella 3 kilo;1001030;425.00;745.61;0;0.00;0.00;0
6784;;ميجا شيبسي بالملح 100جم;Mega chips with salt 100g;4810279000344;23.00;20.18;0;0.00;0.00;0
6783;;ميجا شيبسي بالمشروم والقشطه 100جم;Mega chips with mushroom and cream 100g;4810279001624;17.00;14.61;0;0.00;0.00;0
6782;;ميجا شيبسي بالقشطه والبصل 50جم;Mega chips with cream and onions 50g;4810279000412;16.00;18.42;0;0.00;0.00;0
6781;;ميجا شيبسي بالفلفل 100جم;Mega chips with pepper 100g;4810279004670;17.00;20.18;0;0.00;0.00;0
6780;;ميجا شيبسي بالفراخ 100جم;Mega chips with chicken 100g;4810279000382;17.00;14.61;0;0.00;0.00;0
6779;;ميجا شيبسي بالزنجبيل 100جم;Mega chips with ginger 100g;4810279007121;18.60;20.18;0;0.00;0.00;0
6778;;ميجا شيبسي بالجمبرى 100جم;Mega chips with shrimp 100g;4810279003673;17.00;20.18;0;0.00;0.00;0
6777;;ميجا شيبسي بالجبنه 100جم;Mega chips with cheese 100g;4810279000443;17.00;20.18;0;0.00;0.00;0
6776;;ميجا شيبسي بالاستاكوزا 100جم;Mega chips with lobster 100g;4810279005851;17.00;20.18;0;0.00;0.00;0
6775;;ميجا شيبس بطعم الليمون والفلفل الحار  50 جم;Mega chips lemon and hot pepper 50 g;4810279008364;26.19;30.70;0;0.00;0.00;0
6774;;ميجا شيبس بطعم الطماطم الحاره  50 جم;Mega chips with spicy tomato taste 50 g;4810279008340;28.10;30.70;33;1013.10;927.14;33
